id,text,task1,task2,task3
6085,blm stands crime rape committing crimes getting away without consequences like every race read whole story every called racist killing youll see every last one children shoot criminals either trying hurt someone committed violent crime 100 hundred points percent truth truth set free starting white truth movement,Non-Supportive,No,No
5421,let noise others opinions drown inner voice powerful man true legend humbleness remarkable,Non-Supportive,No,No
7388,lawyer get justice cause club security owner put spin purpose held accountable get paid lawyer heavy dollar signheavy dollar signheavy dollar signheavy dollar signheavy dollar signheavy dollar sign,Non-Supportive,No,No
1462,yes true used go free meal man gone much trouble get top field respect n red heart,Non-Supportive,No,No
2810,israel palatines attacked faced media,Non-Supportive,No,No
2372,get camera face going enough,Non-Supportive,No,No
5544,nice wrong subtitles said god gut,Non-Supportive,No,No
2833,realize independent code feeling like okay b,Non-Supportive,No,No
7582,crying loudly crying face never ever heard inspirational story muniba u make cry cant help tears rolling form regretting could nt unawareness living life sorry sis,Non-Supportive,No,No
6579,people understand black lives matter lives matter movement saying black lives matter movement black lives matter trying end racism,Supportive,Group,Black Community
4271,2020 best year ever missing riots rn pensive face,Non-Supportive,No,No
6618,statistics show support lemon agree think intelligent overwhelmingly ignorant blame facts waving handlight skin tonewaving handdark skin tonewaving handlight skin tonewaving handdark skin tonewaving handlight skin tonewaving handdark skin tone,Non-Supportive,No,No
202,repent follow lord jesus christ salvation,Non-Supportive,No,No
3137,nice piece turkish propaganda left part palestinians battling ottoman turkish occupation,Non-Supportive,No,No
9326,laughed said men average best,Non-Supportive,No,No
7053,may understand pain may understand misery may understand sadness bad love pity take best us peak much take best peak like saitongue sticking cheeky playful blowing raspberry wonderfull girl find one meconfusion,Supportive,Individual,No
1315,helped country turn backs sad,Non-Supportive,No,No
1391,olivia scott need professional coach guide advice work mrs amelia trading services,Non-Supportive,No,No
5025,one plays victim jews filastine cousin brothers,Non-Supportive,No,No
3105,points syrian civil war many children died heart bleeds thousand score times,Non-Supportive,No,No
7570,thanks muniba mazari continue give hope helpless marginalised,Non-Supportive,No,No
6487,wish could come day soon us v wish could wake see us getting rights stripped away one one fight played got stop feud burry hatchet come together stand rights gets point return,Non-Supportive,No,No
6024,1ok people need research someone told speed balls 2 3 drugs would died heart attack anyways police done neck hold around 400 times none ending death mix drugs extreme hard drugs people must understand cops job often called drug related instences oftened filmed easely look bad someone dies drug overdose arrest explain death caused drugs media people get arrested nothing would died drugs even hadent toughed,Non-Supportive,No,No
2076,talktalktalk time limited waste living someone else life apple actually contributes decrease iq computer slaves fact points lost years high tech progress phone becomes smart lose neurons autonomy dream guy currently nightmare humans earth never ending changes osx iphones apple shit absurd exponential planned obsolescence huge impact global energy waste pollution lucky talented people kinda dream judge actions words,Non-Supportive,No,No
2308,sususstheomongus yes investment stepping stone success invest buying day work,Non-Supportive,No,No
5855,tbh tho im homophobicconfusion old times things gays would never problem nothing lgbt community however constantly shove throats gay thats straight people dislike sbout people like also ridiculous whole month celebrate sexuality said homophobic anything like trying get points across hope understand,Non-Supportive,No,No
8860,would year old cry still young,Non-Supportive,No,No
2369,vacuous property systemically back syrup consequently expect intelligent aftermath painful cute end,Non-Supportive,No,No
9537,believe steve presage death speech knew running time rip folded hands,Non-Supportive,No,No
2494,wish everyone reading success prosperity thank bambi alex everything done,Non-Supportive,No,No
5156,shit messi never messi fan,Supportive,Individual,No
710,im position actressauthor believe,Supportive,Individual,No
8848,crying crying face like baby right may allah bring peace world aameen,Non-Supportive,No,No
83,jamesj trying keep poor zoo lions alive amid chaos mayhem expressionless face,Non-Supportive,No,No
4923,took bunch money made bunch money stood shoulders giants used ideals yes us know amiga sir people like get everything handed golden path follow always come sad story sell guess none us falling really innovative owned amiga computer point cash make clone sorts play like stuff golden fact still amiga decades ago answer part problem holding back tech giving crumbs yearly actually upgrade anything really know everyone around keep telling bomb personally would never anything make good luck needle eye,Non-Supportive,No,No
