id,comment,task1,task2,task3
2865,"¿por qué tiene que haber propósito para la vida? es algo que nosotros inventamos para creernos especiales, no encuentro la lógica para que haya un propósito, nosotros lo creamos para dar sentido a nuestras vidas, igual que dios, porque no entendemos como funcionan algunos fenómenos o nuestra existencia en sí queremos dar una explicación lógica, pero a mi parecer muchos toman la perspectiva sentimental y no la escéptica, el Dios en que la mayoría cree es en el dios de los huecos, todos los misterios que no son resueltos aún son atribuidos a dios, pero la ciencia avanza y ese Dios se hace cada vez más pequeño, e indica que la existencia de Dios no es necesaria para la explicación de los misterios.",Non Support,No,No
49,"GRACIAS GLORIA!!!Por regalarnos este gran momento tuyo!!!Escuchar el himno a lo grande, es memorable enimborrable!!!Un honor ser tu compatriota!!!Muchas felicidades!!!❤❤❤🎉🎉🎉",Support,Individual,No
1902,QUE NOOB XD,Non Support,No,No
946,AQUÍ UNA BISEXUAL ORGULLOSA .~. ^^,Support,Group,LGBTQ
2531,"Yo no respeto a los lgbt porque ya que si hay solo 2 generos y eso que ati te gustaria mirar a 2 hombres teniendo algo o a 2 mujeres teniendo alguna relacion pues esta mal 
Dios por eso nos hizo hombre y mujer no hizo mas generos solo existen 2 generos 👌",Non Support,No,No
2256,¿Y donde está el género locomotora náutica Apache x5772 ? (Humor),Non Support,No,No
1420,Soy una persona gay cis-genero y Ami no hay problema con las demás orientaciónes,Support,Group,LGBTQ
737,Yo soy mujer y me gustan los hombres solo eso (en pocas palabras soy hetero) y aunque la verdad no apoyo a los lgbt+ no los critico ni jusgo,Non Support,No,No
1898,**Los generos son para la música.**,Non Support,No,No
199,"La mexicana ganó. No tiene brazos para tocar, así que lo hizo con la cabeza, pero se noto que toco antes. Bueno la tecnología lo va a decidir.",Support,Individual,No
1041,Gynesexual falto no me acuerdo que significaba,Non Support,No,No
3059,"te ofrecemos la ciencia, el día, la vida, Señor, nuestras asperezas, nuestras necesidades nuestras glorias.  Pero hay que agradecer más y pedir más por las necesidades de Nuestra Eterna Madre, quién Hermoso regalo que por pecadores la despreciamos nefastos en nuestras cegueras.",Non Support,No,No
2945,"1.- la filosofía y la ciencia van de la mano.

2.- Es muy distinto la religión, la cual separa más de lo que une, mata mas de lo que nunca sana, y hace mas personas enemigas que amigas con lo que nos trajo al hoy.

las matemáticas y el arte han aportado, haciendo crecer a la humanidad como tal y cooperando en cuanto a respuestas y problemas como a la capacidad de expresarse.",Non Support,No,No
1883,"Una pregunta cómo me pudo referí a una persona no binaria para no ofender a es persona 

Y además como identificar a una persona omosexual ya que cundo conozco gente nueva me a pasado que los saludos guiandome por su aspecto físico y resulta qué son de género opuesto y les pasó a ofender sin querer 
 
Que pudo hacer 🤔🤔🤔",Non Support,No,No
2153,🏳️‍🌈✔️,Support,Group,LGBTQ
2878,Alguien que le regale un librito de anne bessant a este personaje,Non Support,No,No
762,Solo hay 1 hetero no leo lloros,Non Support,No,No
219,wooow!!! que gran final,Non Support,No,No
1978,Amor es amor y nadie puede cambiar eso LGBT+ 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈✔️✔️✔️✔️,Support,Group,LGBTQ
3,😭🇲🇽🥇,Support,Group,Nation
492,"Lo peor de todo en estos tiempos son estos psicólogos progres, vamos retrocediendo en vez de avanzar 👎",Non Support,No,No
1153,Oigan me quiero identificar con alguno de esos pero me pueden ayudar? Esque creo que soy Asexual porque solo me e enamorado 2 veces pero nunca sentí Atracción sexual entonces que chingados soy no sé si soy lesbiana asexual heterosexual pansexual bisexual o no se entonces alguien me puede ayudar ?,Non Support,No,No
2083,Na no mames como decia pepsi el genero es para la musica,Non Support,No,No
757,"Gracias Doc, casi nadie explica estás mamadas rápido y sin meterse en política.
En mí opinión solo existe 4 géneros 4 orientaciones y 3 sexos si cuentas a los nacidos con pseudohermafroditismo, aunque suelen tener uno predominante.",Support,Individual,No
2401,Yo no sé si soy de la comunidad LGBT!,Non Support,No,No
913,Yo soy queer,Non Support,No,No
1109,"Yo me considero aromático no enserió una vez intente forzarme a enamorarme y no no lo logre



Para los que no saben que es arromantio es cuando no te enamora ningún genero",Non Support,No,No
3001,"Frase dicha por el mismo Einstein: ""El hombre encuentra a Dios detrás de cada puerta que la ciencia logra abrir"", ademas como dato curioso era de descendencia judía.",Non Support,No,No
467,No entiendo 🤔,Non Support,No,No
943,gracias ahora a estoy muy segura de que soy bisexual(creo que haci se escribia),Non Support,No,No
3176,"Genial tema, quedo super pendiente de la parte 2... gracias por cada aporte en tus videos.... Bendiciones Magnas!!!",Support,Individual,No
1860,Yo soy jugar de free god 🏳️‍🌈,Non Support,No,No
2859,"Ciencia=modelos matemáticos explorando el mundo, Religión = alegorías poéticas explorando la psique. No se puede vivir sin ninguno.",Non Support,No,No
1805,"Mi bandera favorita es la transgénero 
💙💗🤍💗💙",Support,Group,LGBTQ
2144,Yo me siento hetero y soy hetero,Non Support,No,No
1844,Yo soy fluido y amante del Ace 😘🙌,Non Support,No,No
2936,una duda verdad q Dios no tiene genero,Non Support,No,No
12,"Muchas gracias Gloria Zarza Guadarrama, por darnos a la Patria Mexicana una gran felicidad al obtener medalla de oro😊😊😊",Support,Individual,No
580,Orgullosa de ser lesbiana🥳,Support,Group,LGBTQ
2872,"Entiendan que la religión es una CREENCIA, CREENCIA, CREENCIA, no está basada en hechos reales, algunas religiones como la cristiana, ayudan a formar a un humano como una persona de bien.

Si hubieses nacido en países en donde no existe Dios, Iraq, Pakistan (países en donde hay guerras, violencia, hambruna, crueldad y diversas cosas) y personas creyentes a la religión musulmana, (que por cierto es otra creencia pero esta, muy diferente), estarías ignorando a el verdadero SUPUESTO Dios creador de la tierra.",Non Support,No,No
2042,La gente sin atención en casa es rara,Non Support,No,No
1231,Yo casi era sapiosexual xD,Non Support,No,No
1666,Solo existe dos géneros hombre y mujer y un que les duela,Non Support,No,No
1868,Carita triste 😔😔😢😢😢😢😢😢😢😢😢😢😢,Non Support,No,No
330,"A ver, la portera se equivoca, Soto debes jalar el balón hacia lado izq no deshacerte de la papa caliente. Tranquilas,  Un segundo para pensar",Non Support,No,No
1822,Son huebadas,Non Support,No,No
1831,"Podrán sentirse lo que quieran pero en el momento que empiezan a ocuparlo para abusar de niños, eso es el colmo, y si no recuerdo mal a eso se le llama dismorfia de género.",Non Support,No,No
2087,Hola soy bichosexual por qué me gusta el bicho siuuuuuuuuu (humor),Non Support,No,No
1652,borra esas pendejadas,Non Support,No,No
2497,🏳️‍🌈🏳️‍🌈✨✨,Support,Group,LGBTQ
2760,"Hola.  Todo lo que dice este programa en algunos aspectos es verdad pero no en otros. Es tendencioso, caracteristica común al ser humano de cualquier colectivo cultural, étnico, racial, religioso, nacional, etc. Decir que el cristianismo es la verdadera religión es algo que tiene que ver con la fe simplemente, muy respetable, por supuesto, pero no hay manera de probarlo de una manera objetiva y racional. Además, decir que mi religión es la verdadera es faltarle al respeto a las demás fes de las distintas religiones no cristianas, que son tan dignas como la mía. Hay pocas personas respetuosas hacia otras creencias  Todas las religiones no son iguales, efectivamente, pero tienen puntos en común que hay que buscar, y no sólo las diferencias: todas intentan responder a las 3 grandes interrogantes: quiénes somos, de dónde venimos y adónde vamos, y éso ya es un reto tremendo. Todas saben y practican la oración, todas tienen grandes hombres y mujeres santos y santas, todas han levantado grandes monumentos a Dios, El Padre Celestial, todas tienen gente buena y mala, y un amplio espectro entre medias, todas tienen la buena intención de orientar al hombre hacia Su Creador, etc.,  pero todas, desgraciadamente, tienen en su haber miles y miles, o cientos de miles de muertos en el nombre de Dios, y esto último es lo que todas tienen en común, no sólo lo bueno expresado más arriba. Si pudiéramos reunir en una mesa redonda a los grandes fundadores de las grandes religiones estarían de acuerdo en un altísimo porcentaje con lo que significa la existencia, la vida, la muerte y el universo. Mientras que los millones de creyentes de esas mismas religiones estarían en desacuerdo en un alto porcentaje, con excepciones, tal vez no pocas, pero sí en su mayoría. Y encima todas están reñidas entre ellas, sobretodo en el cristianismo entre católicos, protestantes y ortodoxos, en el Islam entre chiítas y sunitas, en el judaísmo entre los judíos ortodoxos y los más abiertos, y en las demás como el hinduismo, budismo, taoísmo y sintoismo también, y me consta que dentro de ellas, ya que es común en el ser humano de toda condición social, cultural y religiosa. Practiquemos más la humildad, la modestia y la sencillez como han hecho las grandes figuras de todas las religiones, empezando por Cristo, y siguiendo con Buddha, Lao Tse, Mahoma, Moisés, etc.
   Saludos.",Non Support,No,No
1192,No mano yo me identifico como licuadora,Non Support,No,No
577,"Sinceramente no entiendo el porque de las personas de crear tantos géneros, si al final pelear por ellos no te van a servir en el futuro de nada, es entendible que quieras identificarte, pero seguiras siendo en apariencia y genética un hombre o una mujer",Non Support,No,No
2717,"El problema de ella esque ella consulta a su pensamiento y sus experiencias y no consulta a Dios , por eso la palabra de ella va vacia y sin sentido",Non Support,No,No
1141,"Transgenero 
Me siento más cómodo como hombre",Non Support,No,No
519,NO TE DEJES ENGAÑAR. ESCAPA DE ESA FORMA DE PENSAMIENTO.,Non Support,No,No
1799,"y hasta aqui te seguimos, desinformadores",Non Support,No,No
1339,"Aquí, Hetero asexual romántica",Non Support,No,No
967,Pensé que era hetero pero resulta que soy pansexual 😦,Non Support,No,No
88,❤❤si se puede ella nos da una gran leccion de vida ❤❤ ojala estos atletas si tuvieran mas apoyo aue los otros con su casi mérito,Support,Group,Other
389,tengo la opinión controversial de que la pansexualidad debe dejar de ser usada,Non Support,Group,LGBTQ
1613,"2:31 
soy un oso.",Non Support,No,No
659,Así que bueno soy bisexual,Non Support,No,No
1620,Soy etero alguien normal creo por que aun no soy muy grande y pues aun no se bien cual es mi orientación pero quiero decir que apoyo todas la sexualidades,Support,Group,LGBTQ
501,"Tengo un perro, que le gusta un árbol
Y un árbol que no se define que genero es??",Non Support,No,No
3084,"¿Por qué siempre al entrar en las cuestiones espirituales la conclusión siempre es Yhwh? ¿Por qué no Krshna, Ganesha, Amaterasu? Ponen un ""sistema"" para encontrar la verdad pero la siguen siempre con cierto nivel de sesgo.",Non Support,No,No
2195,me perdí. 😭😭,Non Support,No,No
1454,Soy intersexual❤,Non Support,No,No
300,"Siempre y cuando dejen a Tatiana Flores en el banquillo, este equipo saldrá victorioso.",Non Support,No,No
2522,Que es eso de no binario??? Sos hombre o mujer. Punto final,Non Support,No,No
307,"Falta tecnica para controlar la pelota, parecen jugadoras de futbol americano, quieren meter gol desde la media cancha, se ven muy amontonadas sin ningun orden de lo que deben de hacer en la cancha, se nota que el entrenador es un maleta.",Non Support,No,No
2320,puras jaladas que hacen los youtubers para ganar fama la nueva confiable,Non Support,No,No
2380,"""los generos son para la música, no para las personas""
~pepsi",Non Support,No,No
131,Felicidades lo hicieron mejor que los que estamos sin ninguna complicación,Support,Group,Other
2869,que explica la religión haber ?,Non Support,No,No
1408,"XD creo que soy no binario o bisexual?
Umm tal vez las dos",Non Support,No,No
1637,No soy hombre ni mujer soy un motor de lancha 3000 Apache 2.0 super saijayin fase 100,Non Support,No,No
1736,Solo existen 2 géneros lo demas son pendej,Non Support,No,No
404,Que asco.,Non Support,Group,LGBTQ
754,"Lo de sapiosexual es real?
😂😂😂😂
Por si acaso pregunto enserio, de verdad, quiero saber muy bien esto de lo LGBT 😊",Non Support,No,No
676,Yo soy poliamoroso,Non Support,No,No
2066,"A.... me pregunto........................

esto...

o son comentarios..............

o una guerra xd?.................",Non Support,No,No
911,"Me identifico como heterosexual, buena explicación de generos.",Non Support,No,No
1724,"Cuando me lo ponen en la escuela:
Yo: No mano re-turbio",Non Support,No,No
1612,Solo hay 1 genero heterosexual,Non Support,No,No
1901,Yo soy una persona macho que se identifica con un terreneitor 4x4 y le gustan las licuadoras gracias?,Non Support,No,No
1335,"yo soy bisexual, solo me meti al video porque no se de muchos generos xd",Non Support,No,No
1960,Noo tik tak se hizo gei,Non Support,No,No
1746,"Lo de lesbianismo, homosexualidad y transexual lo entiendo, pero lo demas no XD",Non Support,No,No
2754,"estoy confundido, yo pertenezco a la iglesia cristiana maranatha y aquí en video dice que la iglesia católica es la verdadera 🤔 ayuda!",Non Support,No,No
1875,Se icieron lgbt verdad?,Non Support,No,No
1876,No entiendo nada :(,Non Support,No,No
2640,Yo soy negro de Tumaco Nariño chilvi y vivo en Bogotá Av boyacá con 62 y no es difícil pero la diferencia es que tengo plata y por eso no es difícil,Non Support,No,No
1232,"Una pregunta bastante seria xd escuche a alguien en la pista decir yo soy fluido, asexual y bisexual pero acá la duda se puede ser los tres, bueno a decir verdad ese alguien es mi sobrina xd pero si",Non Support,No,No
959,WAAAAAA AYUDA ESTOY DUDANDO SI SOY PANSEXUAL U OTRO,Non Support,No,No
